lfd,participant,tnid,gilt,group,itemid,regionid,target,elapsedtime,timeinterval,wds,twdcoef,wdtcoef,proct,string,setname,tag1,tag2,explique
6984,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM5,EM5_1,-9,209747,3371,16,"210,6875","4,74636606348265",1542," Ihr Gehirn war ein Computer, in dem jede Datei fein säuberlich im entsprechenden Verzeichnis gespeichert war",all,RUB,5EM,
6985,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM5,EM5_2,-1,211119,1372,8,"171,5","5,83090379008746",1255, und auf Knopfdruck abgerufen und bedient werden konnte.,all,RUB,5EM,
6986,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM5,EM5_3,0,212458,1339,9,"148,777777777778","6,72143390589993",1089, Doch in letzter Zeit kam es gelegentlich zu Stromausfällen.,all,RUB,5EM,
6987,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM5,EM5_4,1,213306,848,8,106,"9,43396226415094",776," Plötzlich war sie nicht mehr in der Lage,",all,RUB,5EM,
6988,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM5,EM5_5,2,214166,860,6,"143,333333333333","6,97674418604651",1049, auf die einfachste Anfrage zu reagieren.,all,RUB,5EM,
6989,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_fixation,-9,214579,413,1,413,"2,42130750605327",3023,X,all,NA,NA,
6990,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_0,-9,216301,1722,7,246,"4,0650406504065",1801,Peter kaufte sich vor kurzem eine Ukulele.,all,NA,NA,
6991,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_1,-9,217918,1617,12,"134,75","7,42115027829314",986," Es war schon immer sein Wunsch gewesen, noch ein Instrument zu lernen.",all,NA,NA,
6992,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_2,-9,219320,1402,6,"233,666666666667","4,27960057061341",1710, Sogar den Nachbarn gefiel die Idee.,all,NA,NA,
6993,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_3,-9,220663,1343,8,"167,875","5,95681310498883",1229, Er verbrachte ohne Mühe viel Zeit beim Spielen,all,NA,NA,
6994,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_4,-9,222366,1703,8,"212,875","4,69759248385203",1558, und der Klang im Wohnzimmer war sehr gut.,all,NA,NA,
6995,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_5,-9,223668,1302,5,"260,4","3,84024577572965",1906, Dieses hatte eine tolle Resonanz.,all,NA,NA,
6996,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_6,-9,225305,1637,5,"327,4","3,0543677458766",2397," Seither veranstaltet er kleine Konzerte,",all,NA,NA,
6997,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_7,-9,227782,2477,7,"353,857142857143","2,82599919257166",2590, was den Zusammenhalt unter den Nachbarn stärkt.,all,NA,NA,
6998,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc13,09Fillerlc13_8,-9,229816,2034,11,"184,909090909091","5,40806293018682",1354, Die Ukulele hat Peter zu ganz neuen Ausdrucksmöglichkeiten und FreundInnen verholfen.,all,NA,NA,
6999,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_fixation,-9,230435,619,1,619,"1,61550888529887",4531,X,all,RUB,6SM,
7000,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_0,-9,233478,3043,7,"434,714285714286","2,30036148537627",3182,Die SchülerInnen der Schule waren notorisch widerspenstig.,all,RUB,6SM,
7001,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_1,-9,237928,4450,11,"404,545454545455","2,47191011235955",2961, Neue LehrerInnen wurden in der Regel den weniger störenden Klassen zugeteilt:,all,RUB,6SM,
7002,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_2,-9,245631,7703,6,"1283,83333333333","0,778917304946125",9398," den jüngeren, ruhigeren und entspannten Kindern.",all,RUB,6SM,
7003,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_3,-9,247358,1727,4,"431,75","2,31615518239722",3160, Sie machten selten Ärger,all,RUB,6SM,
7004,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_4,-9,249154,1796,8,"224,5","4,4543429844098",1643,", {sodass man ohne Schutzhandschuhe mit ihnen arbeiten konnte.}",all,RUB,6SM,
7005,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_5,1,250529,1375,5,275,"3,63636363636364",2013, Es waren sowohl die intelligenteren,all,RUB,6SM,
7006,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_6,2,252270,1741,5,"348,2","2,87191269385411",2549," als auch die auffälligen SchülerInnen,",all,RUB,6SM,
7007,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM6,SM6_7,-9,254277,2007,5,"401,4","2,49128051818635",2938, die eine spezielle Betreuung benötigten.,all,RUB,6SM,
7008,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc23,09Fillerlc23_fixation,-9,254776,499,1,499,"2,00400801603206",3653,X,all,NA,NA,
7009,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc23,09Fillerlc23_0,-9,255903,1127,4,"281,75","3,54924578527063",2062,Endlich war es da -,all,NA,NA,
7010,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc23,09Fillerlc23_1,-9,258320,2417,6,"402,833333333333","2,48241621845263",2949, das lang ersehnte Wochenende im Vergnügungspark.,all,NA,NA,
7011,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc23,09Fillerlc23_2,-9,261909,3589,14,"256,357142857143","3,90080802451936",1877, Tom und seine FreundInnen reihten sich wieder und wieder in die Schlangen der Wartenden. ,all,NA,NA,
7012,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc23,09Fillerlc23_3,-9,263608,1699,6,"283,166666666667","3,53148911124191",2073, Sie ließen keines der Fahrgeschäfte aus. ,all,NA,NA,
7013,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc23,09Fillerlc23_4,-9,265875,2267,8,"283,375","3,5288928098809",2074, Ihr Highlight war ein Ritt auf der Achterbahn.,all,NA,NA,
7014,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_fixation,-9,266239,364,1,364,"2,74725274725275",2664,X,all,RUB,11MM,
7015,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_0,-9,267554,1315,3,"438,333333333333","2,28136882129278",3209,Petra ist Richterin.,all,RUB,11MM,
7016,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_1,-9,270448,2894,9,"321,555555555556","3,10988251554941",2354, Problemlos kann sie Argumente so tief wie Ozeane formulieren.,all,RUB,11MM,
7017,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_2,-9,273763,3315,7,"473,571428571429","2,11161387631976",3467," Zugleich klingen sie wie feine, scharfe Messer.",all,RUB,11MM,
7018,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_3,-9,278814,5051,14,"360,785714285714","2,77172837061968",2641," Sie behält fast immer die Fassung, nur selten bricht doch ein Damm in ihr.",all,RUB,11MM,
7019,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_4,-9,283240,4426,15,"295,066666666667","3,38906461816539",2160," Heute erst bei einem Angeklagten, der vor der Fahrt sein Auto und sich selbst tankte.",all,RUB,11MM,
7020,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_5,-1,285178,1938,6,323,"3,09597523219814",2364, Der Fahrer knutschte schließlich den Asphalt.,all,RUB,11MM,
7021,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_6,0,286270,1092,5,"218,4","4,57875457875458",1599, Es war ein heftiger Rausch.,all,RUB,11MM,
7022,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_7,1,288709,2439,15,"162,6","6,15006150061501",1190, Das Auto war nur noch eine Flunder und es gab neben dem Fahrer zwei Verletzte.,all,RUB,11MM,
7023,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,MM,MM11,MM11_8,2,293526,4817,16,"301,0625","3,32156944156114",2204, In solch unverantwortlichen Fällen bricht in Petra ein Feuer aus und ihre Worte werden zu Raketen.,all,RUB,11MM,
7024,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_fixation,-9,294076,550,1,550,"1,81818181818182",4026,X,all,NA,NA,
7025,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_0,-9,296443,2367,9,263,"3,80228136882129",1925,Helen hatte acht Jahre an der medizinischen Fakultät verbracht,all,NA,NA,
7026,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_1,-9,297845,1402,9,"155,777777777778","6,41940085592011",1140," und weitere vier Jahre mit der Ausbildung zur Herzchirurgin,",all,NA,NA,
7027,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_2,-9,298851,1006,6,"167,666666666667","5,96421471172962",1227, bevor sie ihren ersten Job bekam.,all,NA,NA,
7028,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_3,-9,300997,2146,12,"178,833333333333","5,59179869524697",1309, Trotz dieser langen Zeit hat sie ihre Entscheidungen nie in Frage gestellt.,all,NA,NA,
7029,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_4,-9,302442,1445,7,"206,428571428571","4,84429065743945",1511, Schon als Kind wollte sie Ärztin werden.,all,NA,NA,
7030,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_5,-9,304545,2103,10,"210,3","4,75511174512601",1539," Am stärksten fühlte Helen sich immer zu Beginn einer Operation,",all,NA,NA,
7031,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_6,-9,305602,1057,8,"132,125","7,5685903500473",967," wenn sie ihr Skalpell nahe am Herzen ansetzte,",all,NA,NA,
7032,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc03,09Fillerlc03_7,-9,306829,1227,7,"175,285714285714","5,70497147514262",1283, das Leben ihrer PatientInnen in ihren Händen.,all,NA,NA,
7033,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_fixation,-9,307322,493,1,493,"2,02839756592292",3609,X,all,RUB,12EM,
7034,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_0,-9,309768,2446,13,"188,153846153846","5,3147996729354",1377,Nach 10 Jahren im gleichen Beruf wagte Harry den Sprung in die Freiheit,all,RUB,12EM,
7035,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_1,-9,310549,781,5,"156,2","6,40204865556978",1143, und breitete seine Flügel aus.,all,RUB,12EM,
7036,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_2,-9,311824,1275,8,"159,375","6,27450980392157",1167," Endlich konnte er die Welt von oben sehen,",all,RUB,12EM,
7037,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_3,-9,314310,2486,13,"191,230769230769","5,22928399034594",1400, in die Weite blicken und sich losreißen von seinem dunklen Tal aus Akten.,all,RUB,12EM,
7038,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_4,-1,315851,1541,13,"118,538461538462","8,43608046722907",868," Doch Harry flog so weit in die Höhe, dass er die Kraft verlor.",all,RUB,12EM,
7039,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_5,0,316613,762,5,"152,4","6,56167979002625",1116, Es war ein turbulenter Fall.,all,RUB,12EM,
7040,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_6,1,318442,1829,11,"166,272727272727","6,01421541826134",1217, Harry ging pleite und musste wieder von Neuem das Fliegen lernen.,all,RUB,12EM,
7041,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,EM,EM12,EM12_7,2,319671,1229,9,"136,555555555556","7,32302685109845",1000, Dennoch blieb er optimistisch und bereute seinen Sprung nicht.,all,RUB,12EM,
7042,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_fixation,-9,320128,457,1,457,"2,18818380743982",3345,X,all,NA,NA,
7043,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_0,-9,322583,2455,5,491,"2,03665987780041",3594,"Wenn Ginas Büroangestellte kooperativ waren,",all,NA,NA,
7044,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_1,-9,324069,1486,6,"247,666666666667","4,03768506056528",1813, konnten sie großartige Dinge zusammen erreichen.,all,NA,NA,
7045,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_2,-9,325521,1452,7,"207,428571428571","4,82093663911846",1518, Sie waren ein Chor in perfekter Harmonie;,all,NA,NA,
7046,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_3,-9,327617,2096,5,"419,2","2,38549618320611",3069, die zarten Töne des Soprans,all,NA,NA,
7047,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_4,-9,329946,2329,10,"232,9","4,293688278231",1705, fügten sich perfekt ein in das mächtige Donnern der Bässe.,all,NA,NA,
7048,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_5,-9,332164,2218,6,"369,666666666667","2,70513976555455",2706, Nach der Performance musste Gina lediglich,all,NA,NA,
7049,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_6,-9,334419,2255,10,"225,5","4,43458980044346",1651," die Blumensträuße aufheben, die man auf die Bühne geworfen hatte.",all,NA,NA,
7050,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_7,-9,336362,1943,5,"388,6","2,57334019557385",2845," Wenn sie jedoch unkooperativ waren,",all,NA,NA,
7051,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem04,09Fillerem04_8,-9,339070,2708,10,"270,8","3,69276218611521",1982, war die sich ergebende Kakophonie ein Angriff auf die Sinne.,all,NA,NA,
7052,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem17,09Fillerem17_fixation,-9,339593,523,1,523,"1,91204588910134",3828,X,all,NA,NA,
7053,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem17,09Fillerem17_0,-9,345192,5599,10,"559,9","1,7860332202179",4098,Esra wollte ihren ehemaligen Arbeitgeber vor Gericht in Frikassee verwandeln.,all,NA,NA,
7054,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem17,09Fillerem17_1,-9,349012,3820,17,"224,705882352941","4,45026178010471",1645," Doch sie wusste nicht, dass die Firma sich von einem der gefährlichsten Raubtiere im Meer vertreten ließ.",all,NA,NA,
7055,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem17,09Fillerem17_2,-9,351530,2518,9,"279,777777777778","3,57426528991263",2048, Keines seiner Opfer war je von ihm verschont worden.,all,NA,NA,
7056,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem17,09Fillerem17_3,-9,352545,1015,5,203,"4,92610837438424",1486, Der Anwalt war ein Hai.,all,NA,NA,
7057,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem17,09Fillerem17_4,-9,357243,4698,15,"313,2","3,19284802043423",2293," Wen er zwischen die Zähne bekam, der konnte damit rechnen, im Gerichtssaal zerfetzt zu werden.",all,NA,NA,
7058,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM18,SM18_fixation,-9,357965,722,1,722,"1,38504155124654",5285,X,all,RUB,18SM,
7059,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM18,SM18_0,-1,360676,2711,10,"271,1","3,68867576540022",1984,"Lars hatte nie über die Probleme in seinem Land nachgedacht,",all,RUB,18SM,
7060,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM18,SM18_1,0,362451,1775,4,"443,75","2,25352112676056",3248, bis Xenia ihn wachrüttelte.,all,RUB,18SM,
7061,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM18,SM18_2,1,365970,3519,14,"251,357142857143","3,97840295538505",1840," Er begriff nicht sofort, was vor sich ging, seine Sensibilitäten mussten erst entwickelt werden.",all,RUB,18SM,
7062,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,SM,SM18,SM18_3,2,373714,7744,30,"258,133333333333","3,87396694214876",1890," Dennoch begann er langsam, anders über die Dinge zu denken. Und auch wenn er länger gebraucht hatte als manch anderer, hieß das schließlich nicht, dass es schon zu spät war.",all,RUB,18SM,
7063,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm25,09Fillersm25_fixation,-9,374227,513,1,513,"1,94931773879142",3755,X,all,NA,NA,
7064,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm25,09Fillersm25_0,-9,375826,1599,7,"228,428571428571","4,37773608505316",1672,Die Gefühle seiner Mitmenschen berührten Simon nicht.,all,NA,NA,
7065,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm25,09Fillersm25_1,-9,377810,1984,8,248,"4,03225806451613",1815," Wenn jemand um ihn herum zu emotional war,",all,NA,NA,
7066,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm25,09Fillersm25_2,-9,379175,1365,4,"341,25","2,93040293040293",2498, wurde er zum Stein.,all,NA,NA,
7067,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm25,09Fillersm25_3,-9,381233,2058,5,"411,6","2,42954324586978",3013," Er war kein guter Zuhörer,",all,NA,NA,
7068,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm25,09Fillersm25_4,-9,384310,3077,10,"307,7","3,2499187520312",2252, der durch seine bloße Anwesenheit Trost und Wärme gespendet hätte.,all,NA,NA,
7069,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm25,09Fillersm25_5,-9,386884,2574,12,"214,5","4,66200466200466",1570, Vielmehr blieb er regungslos und ließ sein Gegenüber mit dessen Problemen allein. ,all,NA,NA,
7070,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem22,09Fillerem22_fixation,-9,387500,616,1,616,"1,62337662337662",4509,X,all,NA,NA,
7071,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem22,09Fillerem22_0,-9,389611,2111,9,"234,555555555556","4,26338228327807",1717,Anna und Luisa waren ein Herz und eine Seele.,all,NA,NA,
7072,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem22,09Fillerem22_1,-9,391531,1920,9,"213,333333333333","4,6875",1562," Lange Zeit steuerten sie gemeinsam durch dick und dünn,",all,NA,NA,
7073,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem22,09Fillerem22_2,-9,393197,1666,7,238,"4,20168067226891",1742, bis sie eines Tages vom Kurs abkamen ,all,NA,NA,
7074,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem22,09Fillerem22_3,-9,393900,703,3,"234,333333333333","4,2674253200569",1715,und ihre Freundschaft ,all,NA,NA,
7075,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem22,09Fillerem22_4,-9,394788,888,4,222,"4,5045045045045",1625, den Bach runter ging.,all,NA,NA,
7076,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm08,09Fillersm08_fixation,-9,395420,632,1,632,"1,58227848101266",4626,X,all,NA,NA,
7077,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm08,09Fillersm08_0,-9,398597,3177,12,"264,75","3,77714825306893",1938,Silas ist Kriminologe und interessiert sich schon seit seiner Kindheit für Kriminalfälle.,all,NA,NA,
7078,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm08,09Fillersm08_1,-9,403338,4741,16,"296,3125","3,37481543978064",2169," Da Silas parallel ein Interesse in Naturwissenschaften entwickelte, war Kriminologie das Beste, was er studieren konnte.",all,NA,NA,
7079,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm08,09Fillersm08_2,-9,406080,2742,13,"210,923076923077","4,74106491611962",1544," Er hatte schon immer wissen wollen, wie es dazu kommt, dass sich Menschen",all,NA,NA,
7080,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm08,09Fillersm08_3,-9,407988,1908,4,477,"2,09643605870021",3492, die Hände schmutzig machen.,all,NA,NA,
7081,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm08,09Fillersm08_4,-9,413700,5712,14,408,"2,45098039215686",2987," Die Motive, die inneren Konflikte, und natürlich mit welcher Technik die Täter gefasst werden.",all,NA,NA,
7082,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm08,09Fillersm08_5,-9,415037,1337,8,"167,125","5,98354525056096",1223," Am meisten fasziniert ihn noch immer die DNA,",all,NA,NA,
7083,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillersm08,09Fillersm08_6,-9,417147,2110,9,"234,444444444444","4,2654028436019",1716, und wie so etwas Kleines so deutliche Spuren hinterlässt.,all,NA,NA,
7084,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem19,09Fillerem19_fixation,-9,418052,905,1,905,"1,10497237569061",6625,X,all,NA,NA,
7085,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem19,09Fillerem19_0,-9,421797,3745,9,"416,111111111111","2,40320427236315",3046,Hegels Vorstellung vom dialektischen Idealismus war eine Kopfgeburt gewesen.,all,NA,NA,
7086,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem19,09Fillerem19_1,-9,425069,3272,11,"297,454545454545","3,36185819070905",2177, Generationen von nachfolgenden PhilosophInnen bekamen Kopfschmerzen von einem derart schwindelerregenden Konstrukt.,all,NA,NA,
7087,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem19,09Fillerem19_2,-9,426608,1539,7,"219,857142857143","4,54840805717999",1609, Zum Glück wurde Hegel endlich durch Marx,all,NA,NA,
7088,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerem19,09Fillerem19_3,-9,428083,1475,6,"245,833333333333","4,06779661016949",1800, vom Kopf auf die Füße gestellt.,all,NA,NA,
7089,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc07,09Fillerlc07_fixation,-9,428881,798,1,798,"1,2531328320802",5841,X,all,NA,NA,
7090,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc07,09Fillerlc07_0,-9,430328,1447,6,"241,166666666667","4,14651002073255",1765,Ronja ist in den Bergen aufgewachsen,all,NA,NA,
7091,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc07,09Fillerlc07_1,-9,433289,2961,9,329,"3,03951367781155",2408, und an ein naturnahes und körperlich anspruchsvolles Leben gewöhnt.,all,NA,NA,
7092,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc07,09Fillerlc07_2,-9,435093,1804,5,"360,8","2,77161862527716",2641," Abends, nach einem langen Tag,",all,NA,NA,
7093,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc07,09Fillerlc07_3,-9,437094,2001,6,"333,5","2,99850074962519",2441," beschäftigt sie sich auch gerne künstlerisch,",all,NA,NA,
7094,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc07,09Fillerlc07_4,-9,438592,1498,3,"499,333333333333","2,00267022696929",3655, stellt Figuren her.,all,NA,NA,
7095,Thu Jul 15 2021 12:22:21 GMT+0200 (Central European Summer Time),34,0,ZFIL,09Fillerlc07,09Fillerlc07_5,-9,441172,2580,6,430,"2,32558139534884",3148, Zuletzt hat sie einen Luchs gemacht.,all,NA,NA,
